,ticker,time,scraped_at,open,high,low,volume,average_volume_2_weeks,average_volume,average_volume_30_days,high_52_weeks,high_52_weeks_date,low_52_weeks,low_52_weeks_date,dividend_yield,shares_float,market_cap,pb_ratio,pe_ratio,shares_outstanding,industry,num_employees,year_founded,payable_date,ex_dividend_date
223,PFS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,22.31,22.66,22.309,686607.0,1057540.38591,1057540.38591,1003121.71699,23.9789,2026-02-09,15.92,2025-06-18,4.314607,115902916.40686,2935315871.805614,1.01277,9.47615,130313690.202247,Savings Banks,1866.0,1839.0,2026-05-29 00:00:00,2026-05-15 00:00:00
224,ALTI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.54,3.62,3.5,89457.0,202931.836497,202931.836497,162474.343195,5.445,2025-12-11,2.96,2026-03-20,,68695857.2,542423348.717947,1.42641,-2.68,150673152.421652,Investment Managers,490.0,2020.0,,
226,CODA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.56,11.72,11.33,109018.0,152635.356268,152635.356268,156291.739964,17.28,2026-03-10,5.98,2025-06-05,,5389877.0094,132044302.0,2.15729,31.364008,11276200.0,Aerospace & Defense,100.0,1994.0,,
227,PURR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.65,6.87,6.48,9102143.0,5647091.73127,5647091.73127,5565650.59778,6.88,2026-04-14,3.01,2025-12-29,,103435391.15625,826863291.7,1.34243,,123967510.0,Financial Conglomerates,,2025.0,,
228,RYZ,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,26.45,28.51,26.14,438430.0,310608.532964,310608.532964,297810.080159,30.9,2026-02-04,19.02,2025-06-23,2.859321,24398617.5234,887684638.251244,1.12183,-14.96,31850901.982463,Steel,4300.0,1842.0,2026-03-19 00:00:00,2026-03-05 00:00:00
230,VLN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.2347,2.5,2.12,4611718.0,5843036.841931,5843036.841931,3082358.69782,3.34,2025-07-24,1.1,2026-03-30,,75866344.118,255861990.0,2.20857,-7.35,105293000.0,Semiconductors,233.0,2006.0,,
231,ASLE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.85,7.18,6.82,237939.0,207148.780628,207148.780628,221416.795135,9.12,2025-08-25,5.56,2025-11-07,,33446618.6544,339275293.281292,0.755444,38.601478,47252826.362297,Wholesale Distributors,704.0,2008.0,,
234,BRZE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,24.3,24.55,23.675,1598491.0,2012912.411264,2012912.411264,2854756.8557,37.67,2025-06-05,15.26,2026-02-23,,84675613.8086,2761341365.049229,4.36969,-19.79,113448700.289615,Internet Software/Services,1988.0,2011.0,,
235,OCUL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.38,9.83,9.08,4217483.0,2701453.820015,2701453.820015,3092826.78246,16.44,2025-12-08,6.2301,2026-02-17,,196838847.936,2112700860.0,3.22418,-6.75,217692000.0,Pharmaceuticals: Major,325.0,2006.0,,
240,ADT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.15,7.16,6.985,18535700.0,13272807.012953,13272807.012953,10212382.1381,8.935,2025-09-15,6.25,2026-03-09,3.116147,623949154.5,5540461675.0,1.49569,10.002834,791494525.0,Miscellaneous Commercial Services,12200.0,1874.0,2026-07-07 00:00:00,2026-06-11 00:00:00
245,PPSI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.05,4.45,4.0,622260.0,380398.001629,380398.001629,246002.070574,5.6999,2025-08-15,2.31,2025-05-07,,8599821.1371,47270238.0,1.46463,-7.32,11096300.0,Electrical Products,58.0,2008.0,2025-01-07 00:00:00,2024-12-17 00:00:00
247,HCAT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.57,1.62,1.49,317396.0,619404.472474,619404.472474,615763.89299,5.062,2025-05-08,0.955099,2026-04-10,,63560742.5258,117369989.0,0.460098,-0.63,73586200.0,Packaged Software,1200.0,2008.0,,
253,OPRT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.75,5.755,5.54,383422.0,447772.689187,447772.689187,407666.35005,7.965,2025-07-07,4.03,2026-03-19,,37748715.866,253848913.552631,0.649328,10.805687,45738542.982456,Finance/Rental/Leasing,2405.0,2005.0,,
254,INTR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.35,7.63,7.3,3912122.0,2405393.863712,2405393.863712,3076352.82397,10.36,2026-01-29,6.4,2025-07-28,0.001569,240422943.94725,3358458013.509015,1.71454,13.511994,441321683.772538,Major Banks,,2021.0,2026-03-05 00:00:00,2026-02-20 00:00:00
257,CCOI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.61,18.65,16.1,4008773.0,1856518.762007,1856518.762007,1212001.15631,55.89,2025-05-06,14.82,2026-05-04,12.614539,47678477.393,903346272.0,-8.6827,-5.07,50102400.0,Major Telecommunications,1833.0,1999.0,2026-06-02 00:00:00,2026-05-18 00:00:00
258,FA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.9,12.9,12.4,838661.0,987328.737236,987328.737236,969088.73527,19.01,2025-06-10,8.82,2026-02-24,,80451007.604,2205136677.950233,1.67884,-62.54,174319104.976303,Packaged Software,9500.0,2003.0,2023-08-31 00:00:00,2023-08-18 00:00:00
262,KALV,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,26.69,26.72,26.66,5317102.0,10494814.439815,10494814.439815,5351268.18697,26.76,2026-04-29,9.83,2025-06-24,,37847844.2475,1368665200.0,-501.5021,-6.68,51222500.0,Pharmaceuticals: Major,275.0,2004.0,,
265,KSCP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.31,3.31,3.1,484199.0,413656.727265,413656.727265,484433.543809,10.14,2025-07-18,2.92,2026-02-05,,14221602.413665,50991570.3508,1.49377,-0.77,16282913.0,Industrial Machinery,90.0,2013.0,,
268,MBOT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.13,2.14,2.09,991723.0,1285846.870409,1285846.870409,1549583.39397,4.67,2025-09-08,1.6001,2026-02-05,,61018952.904,141367689.763033,1.82716,-6.91,67158047.393365,Biotechnology,43.0,1988.0,,
269,PLUG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.14,3.4,3.14,67726957.0,69843800.292175,69843800.292175,73877445.5858,4.58,2025-10-06,0.69,2025-05-16,,1330665852.24,4614007600.0,4.45875,-2.36,1393960000.0,Electronic Production Equipment,2582.0,1997.0,,
270,STGW,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.39,6.72,6.39,1225637.0,1467281.062681,1467281.062681,1418485.88021,7.52,2026-04-17,4.03,2025-06-03,,107458588.824,1643274417.080697,2.2093,88.022284,247854361.550633,Miscellaneous Commercial Services,12629.0,2011.0,2016-08-24 00:00:00,2016-08-08 00:00:00
271,FHB,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,27.28,27.5899,27.02,1777815.0,2181177.012727,2181177.012727,1861838.09336,28.35,2026-01-22,22.645,2025-10-16,3.823529,121798000.625,3380291250.0,1.2309,11.900074,122875000.0,Regional Banks,2000.0,1858.0,2026-05-29 00:00:00,2026-05-18 00:00:00
273,MGPI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,19.03,20.2499,18.82,185315.0,236818.443415,236818.443415,223501.152493,34.985,2025-05-12,16.45,2026-03-20,2.522333,14469563.3008,427211039.069357,0.699577,-1.71,21371237.572254,Agricultural Commodities/Milling,617.0,1941.0,2026-05-29 00:00:00,2026-05-15 00:00:00
275,EOSE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.49,6.525,6.135,14286733.0,20374103.458495,20374103.458495,26591853.7899,19.86,2025-11-10,3.69,2025-06-04,,333143769.307,2116801205.0,-0.9607,-0.91,339503000.0,Electrical Products,787.0,2008.0,,
277,IMMX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.7443,9.935,8.82,899560.0,696966.511256,696966.511256,682167.257667,11.6099,2026-03-17,1.87,2025-06-03,,39802486.654167,507325730.01,5.35179,-10.64,53012093.0,Pharmaceuticals: Major,21.0,2012.0,,
278,NWBI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.82,14.095,13.81,875752.0,1143582.915997,1143582.915997,1100390.46107,14.26,2026-04-28,11.25,2025-11-19,5.805515,139251560.318,2051885965.253995,1.06504,14.915034,146302029.608128,Savings Banks,2169.0,1896.0,2026-05-20 00:00:00,2026-05-07 00:00:00
284,MED,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.97,13.41,9.921,802880.0,136303.363218,136303.363218,189406.62311,15.46,2025-07-10,9.22,2026-03-13,,10448034.8164,143191466.0,0.54416,-6.25,11031700.0,Miscellaneous Commercial Services,380.0,1980.0,2023-11-07 00:00:00,2023-09-18 00:00:00
288,SXC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.8401,7.13,6.8401,1047916.0,1373858.369921,1373858.369921,1230261.66751,9.17,2025-05-05,5.515,2026-02-26,6.956522,83910311.2416,602457720.0,1.00651,-8.96,84853200.0,Steel,2477.0,1960.0,2026-06-02 00:00:00,2026-05-15 00:00:00
289,BGC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.21,11.3,11.02,2048166.0,2695852.061444,2695852.061444,2811978.32958,11.905,2026-04-17,8.265,2025-11-20,0.714924,364897913.56,5317440635.378013,5.43835,36.201876,479913414.745308,Investment Banks/Brokers,4560.0,2004.0,2026-03-18 00:00:00,2026-03-04 00:00:00
291,HNRG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.81,17.9,15.81,2415787.0,865059.524505,865059.524505,857553.191581,24.7,2025-11-11,14.11,2025-05-05,,35217343.0528,832322864.0,4.26565,16.139405,47130400.0,Coal,633.0,1951.0,2020-02-14 00:00:00,2020-01-30 00:00:00
296,COTY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.415,2.58,2.37,13954052.0,8132276.354281,8132276.354281,7956437.65706,5.34,2025-06-16,1.954,2026-04-02,,373825668.794,2261616384.280993,0.60217,-3.89,880006375.206612,Household/Personal Care,11636.0,1904.0,2020-03-27 00:00:00,2020-02-14 00:00:00
301,ABOS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.5,2.55,2.47,271732.0,300017.591531,300017.591531,368107.322582,3.6,2026-03-16,0.9586,2025-05-08,,54389910.766,183458104.0,2.133,-1.24,72227600.0,Pharmaceuticals: Major,61.0,1996.0,,
304,DYN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,17.9,18.1299,16.97,1048873.0,1534275.585623,1534275.585623,1686712.52852,25.0,2025-10-28,8.06,2025-07-07,,129071185.76,2888045600.0,3.00503,-4.93,165220000.0,Biotechnology,258.0,2017.0,,
309,XP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.86,18.955,18.66,3950008.0,3305321.610295,3305321.610295,4337576.58657,23.13,2026-02-20,15.51,2025-05-07,0.000973,397429436.404,9953937454.47514,2.23334,10.541911,526942162.756757,Investment Banks/Brokers,8069.0,2001.0,2025-12-18 00:00:00,2025-12-10 00:00:00
311,GLND,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.92,3.03,2.87,1401330.0,3963895.835454,3963895.835454,2520975.7785,23.0,2026-03-26,2.6901,2026-05-04,,9321567.397014,122127062.905264,0.38776,27.377522,42405230.175439,Financial Conglomerates,3.0,2024.0,,
314,CERS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.75,2.75,2.55,2611206.0,3833015.159403,3833015.159403,2393963.33561,3.15,2026-05-01,1.15,2025-08-20,,189069390.614,517953865.0,8.06571,-54.73,200369000.0,Medical Specialties,275.0,1991.0,,
316,DMAC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.14,6.34,6.07,154154.0,143930.492351,143930.492351,169297.02732,10.4195,2025-12-10,3.475,2025-07-02,,26965820.42,336496269.272727,5.79463,-8.95,53882509.090909,Biotechnology,35.0,2000.0,,
319,NGEN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.67,3.82,3.55,185263.0,165132.326375,165132.326375,215789.71885,6.3,2026-01-08,1.5,2025-06-02,,63573464.44936,305514041.263659,114.914,-8.66,80930871.857923,Pharmaceuticals: Major,8.0,2017.0,,
320,RAIL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,8.19,8.72,7.45,339870.0,165010.311828,165010.311828,152594.574462,14.9,2026-02-26,6.02,2025-05-07,,12567357.4885,147247420.0,-1.4326,10.733786,19073500.0,Trucks/Construction/Farm Machinery,1986.0,1901.0,2017-08-23 00:00:00,2017-08-15 00:00:00
323,BTMD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.12,2.275,2.12,184204.0,142418.590605,142418.590605,243456.756364,4.7498,2025-07-29,1.27,2026-03-27,,29241667.0256,86648185.791469,-1.107,2.860629,39296229.383886,Hospital/Nursing Management,223.0,2012.0,,
325,FVRR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.685,11.76,11.43,452551.0,1180852.13737,1180852.13737,939697.926593,34.13,2025-05-27,9.67,2026-03-30,,29856337.336,415949884.000003,0.988718,14.801075,35950724.632671,Data Processing Services,528.0,2009.0,,
328,ALT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.07,3.15,3.0,3470366.0,8288398.21496,8288398.21496,5081454.68008,7.73,2025-06-25,2.56,2026-05-01,,193150970.775,593755067.211921,1.489,-2.97,194355177.483444,Biotechnology,57.0,1997.0,2017-02-03 00:00:00,2017-02-06 00:00:00
331,BTG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.375,4.3999,4.19,32372231.0,35780565.321021,35780565.321021,30435487.2815,6.285,2026-02-27,2.86,2025-05-14,1.863617,1262618735.2,5673899250.672898,1.59671,14.116095,1344525888.785047,Precious Metals,6327.0,2006.0,2026-03-19 00:00:00,2026-03-06 00:00:00
333,PYXS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.88,1.955,1.72,1098441.0,356974.252731,356974.252731,378195.075688,5.55,2025-11-26,0.97,2025-08-11,,51302465.51744,115295334.575,2.0659,-1.37,62831245.0,Pharmaceuticals: Major,56.0,2018.0,,
342,HOG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,23.33,25.12,23.04,6450754.0,3412534.997046,3412534.997046,3217244.82592,31.25,2025-09-17,17.09,2026-03-19,3.134425,107947000.928,2740492003.784573,0.825179,8.33453,109096019.25894,Motor Vehicles,5500.0,1903.0,2026-03-17 00:00:00,2026-03-02 00:00:00
343,WYFI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.06,19.85,17.25,1387602.0,813768.337482,813768.337482,815456.761238,40.75,2025-10-13,10.5101,2026-03-27,,9479620.07168,749275570.154359,179.4,-3159.65,38365364.575236,Data Processing Services,83.0,,,
349,VMD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.48,9.775,9.48,252431.0,210977.100009,210977.100009,250256.49708,10.18,2026-05-01,5.93,2025-08-01,,33212873.1984,373290774.5,2.54633,25.915801,38483585.0,Hospital/Nursing Management,1382.0,2006.0,,
352,LZ,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.8,6.865,6.6575,2250576.0,1916112.688458,1916112.688458,2437138.0298,12.4,2025-11-06,5.28,2026-04-10,,113296419.336,1159444541.902795,7.01685,81.317365,172922377.614138,Internet Software/Services,1196.0,1999.0,,
354,FWRG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.53,13.2,12.15,2151527.0,1233734.334556,1233734.334556,1291629.24452,19.53,2025-08-25,10.09,2026-03-30,,60283453.103568,750594407.302216,1.18341,39.489004,61625156.592957,Restaurants,17500.0,1983.0,,
356,GFR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.53,6.66,6.37,218646.0,291178.326126,291178.326126,310690.275641,7.02,2026-03-24,3.81,2025-05-07,,34348612.8078,831585343.506932,0.956109,13.820273,125427653.620955,Integrated Oil,227.0,2022.0,,
357,ARQQ,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.53,14.83,13.9525,246767.0,306266.434969,306266.434969,377196.26729,62.0,2025-10-08,11.52,2026-03-30,,9929111.4549,229769892.0,8.09617,-5.86,15651900.0,Packaged Software,91.0,2021.0,,
364,PRLD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.82,5.13,4.6512,406706.0,615718.882807,615718.882807,552654.071374,5.54,2026-04-15,0.73,2025-05-06,,33149438.2772,294220482.869196,4.34751,-3.5,63002244.725738,Biotechnology,79.0,2016.0,,
366,ASPI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.26,5.31,5.005,2503180.0,3272904.191335,3272904.191335,3989779.68078,14.49,2025-10-14,3.92,2026-04-02,,112867532.69045,645255181.25,2.8227,-2.42,125903450.0,Pharmaceuticals: Major,271.0,2021.0,,
372,GALT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.31,2.3789,2.19,320091.0,229759.806727,229759.806727,324926.846765,7.13,2025-12-17,1.21,2025-05-16,,46508440.4754,146268582.741485,-1.1628,-4.72,65827444.978166,Biotechnology,9.0,2000.0,,
375,KLC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.0,4.07,3.905,796824.0,832672.722501,832672.722501,967688.602126,13.877,2025-05-12,1.75,2026-03-16,,30475746.5805,470752492.5,0.623616,-4.18,118428300.0,Other Consumer Services,43700.0,1969.0,,
376,CLMB,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.9,20.2699,18.71,230489.0,273416.511494,273416.511494,189148.159702,36.255,2025-10-06,15.245,2026-04-30,0.906425,16232101.09,366643798.0,2.92467,16.438776,18597200.0,Electronics Distributors,412.0,1982.0,2025-11-17 00:00:00,2025-11-10 00:00:00
380,ACVA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.33,5.51,5.2314,4002722.0,2640546.132316,2640546.132316,2409188.26224,17.54,2025-05-12,4.065,2026-03-27,,163012627.008,941183460.0,2.13611,-13.69,174132000.0,Internet Software/Services,3200.0,2014.0,,
382,AKTS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,19.01,19.92,18.75,145664.0,252107.302552,252107.302552,254478.902493,29.16,2026-01-09,0.0372,2026-01-08,,29264403.1283,1039225717.90211,-6.9426,,53403171.526316,Pharmaceuticals: Major,79.0,2020.0,,
388,SIGA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.65,4.705,4.61,360082.0,384500.064337,384500.064337,554906.737872,9.62,2025-08-11,4.29,2026-04-13,,40551088.622,333146475.064796,1.66763,14.294535,71644403.239741,Pharmaceuticals: Major,49.0,1995.0,2026-04-23 00:00:00,2026-04-07 00:00:00
392,BEEM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.9,1.92,1.8201,507390.0,1321203.327008,1321203.327008,820502.232179,4.04,2025-10-15,1.335,2026-03-30,,19255405.397,39843245.0,1.45481,-1.11,21137000.0,Electrical Products,220.0,2006.0,,
400,GNLX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.88,2.9692,2.72,71440.0,137606.977309,137606.977309,206041.030841,8.535,2025-11-05,2.255,2025-05-07,,40020776.200665,123888072.945,9.30886,-3.29,44805813.0,Pharmaceuticals: Major,26.0,2001.0,,
402,AZTA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,24.67,25.35,23.955,1848968.0,789493.260825,789493.260825,816293.323343,41.73,2026-01-22,19.87,2026-03-27,,45576196.036,1133574182.595568,0.652902,-19.19,46061527.127004,Medical/Nursing Services,3000.0,1978.0,2021-12-23 00:00:00,2021-12-02 00:00:00
403,CDRE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,29.885,30.22,29.27,266630.0,390174.563596,390174.563596,397787.961626,48.7599,2026-03-05,27.32,2026-04-29,1.310415,30413947.4982,1274534478.0,3.89762,28.908787,42726600.0,Aerospace & Defense,2533.0,2012.0,2026-05-15 00:00:00,2026-05-01 00:00:00
414,TRVI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.49,14.78,14.28,1019082.0,1551974.441948,1551974.441948,1830902.45029,16.12,2026-04-20,5.3801,2025-06-03,,91134023.313,2079230550.0,10.0688,-45.7,141927000.0,Biotechnology,34.0,2011.0,,
416,PRAA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,21.6,21.86,21.28,336804.0,348159.915116,348159.915116,307847.59018,22.55,2026-05-01,10.25,2026-02-23,,37250711.4958,822132437.586718,0.839423,-2.74,38453341.327723,Miscellaneous Commercial Services,2615.0,1996.0,2007-06-08 00:00:00,2007-05-07 00:00:00
419,CMBT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.12,15.23,14.92,2411808.0,1525853.205486,1525853.205486,1465587.32633,15.23,2026-05-05,7.78,2025-08-21,,85611212.454636,4869016851.850883,1.57622,20.345517,321918469.54386,Marine Shipping,2500.0,2003.0,2026-04-22 00:00:00,2026-04-15 00:00:00
420,CRNT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.58,2.805,2.58,886108.0,432191.303038,432191.303038,416164.651194,2.839,2025-10-30,1.82,2025-08-06,,83099889.18,249444750.0,1.32729,-118.3,89890000.0,Telecommunications Equipment,1741.0,1996.0,,
426,PHAT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.87,12.95,12.21,1073847.0,1957899.629136,1957899.629136,1447038.38073,18.31,2025-12-23,2.21,2025-05-08,,50018593.6614,1004924972.44755,-2.9695,-5.97,79755950.19425,Pharmaceuticals: Major,371.0,2018.0,,
427,MATW,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,27.77,29.13,27.47,277125.0,215044.163979,215044.163979,174544.731441,30.93,2026-05-01,18.615,2025-05-06,3.686131,28724336.5944,891453651.366058,1.6691,94.222834,31202437.919708,Miscellaneous Manufacturing,5500.0,1850.0,2026-05-25 00:00:00,2026-05-11 00:00:00
429,ARCO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,8.71,8.87,8.66,491488.0,1199673.023462,1199673.023462,1120919.42616,9.75,2026-04-20,6.505,2025-08-01,2.890173,120203426.85,1853834805.919079,2.36504,8.590724,210663046.127168,Restaurants,96782.0,2007.0,2026-06-26 00:00:00,2026-06-22 00:00:00
436,SKIL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.51,8.735,7.0201,231554.0,137899.052817,137899.052817,293967.197872,24.01,2025-05-16,3.43,2026-03-18,,4488523.66157,76226505.926164,-2.2465,-0.47,8812312.823834,Packaged Software,2247.0,1998.0,,
444,LFST,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.27,7.455,7.175,3300329.0,6792501.110562,6792501.110562,4036367.33675,8.09,2026-02-25,3.74,2025-08-01,,183451951.872,2850535800.0,1.85605,294.331984,387828000.0,Medical/Nursing Services,10961.0,2017.0,,
449,LTBR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.62,13.0899,12.53,718780.0,789800.212671,789800.212671,798868.468934,31.335,2025-10-16,8.85,2025-05-06,,33050259.1611,456560829.0,1.99408,-17.77,35147100.0,Chemicals: Specialty,13.0,1992.0,,
451,BGDE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.6,4.9,4.45,104008.0,298591.590489,298591.590489,1489957.51483,40.0,2025-10-15,1.695,2026-04-02,,3604134.17586,25897365.6,-5.4529,-0.19,5486730.0,Internet Software/Services,33.0,2012.0,,
452,TPVG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.5,5.555,5.445,204224.0,274471.734373,274471.734373,356588.900649,7.53,2025-06-11,4.48,2026-03-27,17.647059,37863511.0477,221891485.882356,0.64237,4.591962,40491147.058824,Investment Trusts/Mutual Funds,,2013.0,2026-03-31 00:00:00,2026-03-17 00:00:00
453,LC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.92,17.2,16.67,1647441.0,3932426.556879,3932426.556879,2897586.66381,21.67,2026-01-22,9.7,2025-05-23,,111472091.923,1969041570.0,1.26147,11.137885,115351000.0,Major Banks,1075.0,2006.0,,
